"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	182	505896	35.976	30.749	41.203	2.667	37.412	31.633	43.192	2.949
	"Colorado"	"08"	"Large Fringe Metro"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	10	113905	Unreliable	4.210	16.145	2.776	Unreliable	3.726	14.290	2.474
	"Colorado"	"08"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	39	434788	8.970	6.378	12.262	1.436	8.062	5.705	11.066	1.304
	"Colorado"	"08"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	214	1875590	11.410	9.881	12.938	0.780	11.744	10.118	13.370	0.830
	"Colorado"	"08"	"Large Fringe Metro"	"2"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	17	114258	Unreliable	8.667	23.822	3.609	Unreliable	8.343	22.930	3.510
	"Colorado"	"08"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	23	124851	18.422	11.678	27.642	3.841	15.969	10.123	23.961	3.349
	"Colorado"	"08"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	89	436771	20.377	16.364	25.075	2.160	18.159	14.525	22.427	1.963
	"Colorado"	"08"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	754	1833525	41.123	38.188	44.058	1.498	41.541	38.492	44.591	1.556
	"Colorado"	"08"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	22	268817	8.184	5.129	12.391	1.745	7.746	4.731	11.963	1.725
	"Colorado"	"08"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	221	1569177	14.084	12.227	15.941	0.947	14.051	12.133	15.968	0.978
	"Colorado"	"08"	"Medium Metro"	"3"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	13	60948	Unreliable	11.357	36.474	5.916	Unreliable	10.848	38.883	6.700
	"Colorado"	"08"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	15	79843	Unreliable	10.515	30.986	4.851	Unreliable	9.731	31.251	5.050
	"Colorado"	"08"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	79	276671	28.554	22.606	35.587	3.213	28.003	21.870	35.322	3.332
	"Colorado"	"08"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	725	1565699	46.305	42.935	49.676	1.720	47.025	43.512	50.538	1.792
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	11	95523	Unreliable	5.749	20.605	3.472	Unreliable	5.328	19.098	3.251
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	47	274698	17.110	12.572	22.752	2.496	17.804	12.832	24.066	2.746
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	45	92605	48.593	35.445	65.022	7.244	48.616	35.183	65.485	7.412
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	156	261124	59.742	50.367	69.117	4.783	60.543	50.578	70.507	5.084
	"Colorado"	"08"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	43	370819	11.596	8.392	15.620	1.768	12.014	8.502	16.491	1.949
	"Colorado"	"08"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	17	84625	Unreliable	11.702	32.164	4.872	Unreliable	10.177	28.914	4.386
	"Colorado"	"08"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	175	396540	44.132	37.593	50.670	3.336	42.087	35.581	48.592	3.319
	"Colorado"	"08"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	45	278183	16.176	11.799	21.645	2.411	15.576	10.909	21.564	2.612
	"Colorado"	"08"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	35	80935	43.245	30.122	60.143	7.310	42.237	29.251	59.022	7.278
	"Colorado"	"08"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	163	289955	56.216	47.585	64.846	4.403	56.349	47.107	65.590	4.715
	"Connecticut"	"09"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	64	756922	8.455	6.512	10.797	1.057	7.914	5.928	10.352	1.085
	"Connecticut"	"09"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	10	139065	Unreliable	3.448	13.224	2.274	Unreliable	3.508	13.454	2.356
	"Connecticut"	"09"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	14	139349	Unreliable	5.493	16.857	2.685	Unreliable	5.630	18.082	2.883
	"Connecticut"	"09"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	183	698063	26.215	22.417	30.014	1.938	25.231	21.372	29.090	1.969
	"Connecticut"	"09"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	29	357160	8.120	5.438	11.661	1.508	8.785	5.685	12.968	1.772
	"Connecticut"	"09"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	77	341611	22.540	17.788	28.171	2.569	20.793	16.178	26.315	2.507
	"Connecticut"	"09"	"Medium Metro"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	11	309087	Unreliable	1.777	6.368	1.073	Unreliable	1.749	6.269	1.061
	"Connecticut"	"09"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	14	358264	Unreliable	2.136	6.557	1.044	Unreliable	1.862	5.714	0.913
	"Connecticut"	"09"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	154	1935413	7.957	6.700	9.214	0.641	7.902	6.557	9.246	0.686
	"Connecticut"	"09"	"Medium Metro"	"3"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	11	121224	Unreliable	4.530	16.236	2.736	Unreliable	4.480	16.058	2.748
	"Connecticut"	"09"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	30	268643	11.167	7.535	15.942	2.039	11.978	7.960	17.312	2.257
	"Connecticut"	"09"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	28	359679	7.785	5.173	11.251	1.471	9.056	5.606	13.843	1.963
	"Connecticut"	"09"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	454	1804866	25.154	22.840	27.468	1.181	24.515	22.123	26.906	1.220
	"Connecticut"	"09"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	20	217734	9.186	5.611	14.186	2.054	9.756	5.683	15.621	2.341
	"Connecticut"	"09"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	39	207644	18.782	13.356	25.676	3.008	17.589	12.031	24.830	3.109
	"Delaware"	"10"	"Large Fringe Metro"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	10	178869	Unreliable	2.681	10.281	1.768	Unreliable	2.652	10.169	1.757
	"Delaware"	"10"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	33	438110	7.532	5.185	10.578	1.311	8.138	5.491	11.618	1.491
	"Delaware"	"10"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	18	152833	Unreliable	6.980	18.614	2.776	Unreliable	6.772	18.059	2.725
	"Delaware"	"10"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	129	406058	31.769	26.287	37.251	2.797	31.461	25.831	37.092	2.873
	"Delaware"	"10"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	14	230789	Unreliable	3.316	10.178	1.621	Unreliable	2.679	9.601	1.616
	"Delaware"	"10"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	69	209412	32.949	25.637	41.699	3.967	35.525	26.451	46.709	4.951
	"Delaware"	"10"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	40	133628	29.934	21.385	40.762	4.733	31.734	22.344	43.741	5.214
	"District of Columbia"	"11"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	10	441333	Unreliable	1.087	4.167	0.717	Unreliable	1.177	4.515	0.788
	"District of Columbia"	"11"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	43	349404	12.307	8.906	16.577	1.877	12.648	9.077	17.159	1.982
	"District of Columbia"	"11"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	47	339134	13.859	10.183	18.429	2.022	14.822	10.727	19.965	2.259
	"Florida"	"12"	"Large Central Metro"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	12	363494	Unreliable	1.706	5.767	0.953	Unreliable	1.830	6.187	1.036
	"Florida"	"12"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	39	1660737	2.348	1.670	3.210	0.376	2.295	1.624	3.149	0.372
	"Florida"	"12"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	148	3361644	4.403	3.693	5.112	0.362	4.296	3.593	4.999	0.359
	"Florida"	"12"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	445	3771802	11.798	10.702	12.894	0.559	11.697	10.543	12.850	0.589
	"Florida"	"12"	"Large Central Metro"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	36	313878	11.469	8.033	15.879	1.912	11.308	7.831	15.802	1.930
	"Florida"	"12"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	10	163234	Unreliable	2.938	11.266	1.937	Unreliable	2.800	11.625	2.057
	"Florida"	"12"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	165	1433357	11.511	9.755	13.268	0.896	11.133	9.374	12.893	0.898
	"Florida"	"12"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	512	3093406	16.551	15.118	17.985	0.731	16.749	15.287	18.210	0.746
	"Florida"	"12"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	1368	3617899	37.812	35.808	39.816	1.022	36.203	34.204	38.201	1.019
	"Florida"	"12"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Florida"	"12"	"Large Fringe Metro"	"2"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	14	260470	Unreliable	2.939	9.018	1.437	Unreliable	2.912	8.936	1.445
	"Florida"	"12"	"Large Fringe Metro"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	35	1271868	2.752	1.917	3.827	0.465	2.713	1.879	3.791	0.463
	"Florida"	"12"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	64	1470994	4.351	3.351	5.556	0.544	4.292	3.306	5.481	0.538
	"Florida"	"12"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	541	4249965	12.730	11.657	13.802	0.547	12.591	11.420	13.762	0.597
	"Florida"	"12"	"Large Fringe Metro"	"2"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	28	217338	12.883	8.561	18.620	2.435	12.827	8.453	18.662	2.450
	"Florida"	"12"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	120	1107016	10.840	8.900	12.779	0.990	10.814	8.852	12.776	1.001
	"Florida"	"12"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	182	1392388	13.071	11.172	14.970	0.969	13.599	11.570	15.628	1.035
	"Florida"	"12"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	1535	4006006	38.317	36.401	40.234	0.978	36.284	34.304	38.265	1.010
	"Florida"	"12"	"Medium Metro"	"3"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	13	191470	Unreliable	3.615	11.610	1.883	Unreliable	3.814	12.250	1.996
	"Florida"	"12"	"Medium Metro"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	27	925528	2.917	1.922	4.244	0.561	2.866	1.872	4.199	0.560
	"Florida"	"12"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	33	840454	3.926	2.703	5.514	0.684	4.066	2.781	5.740	0.717
	"Florida"	"12"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	662	5423578	12.206	11.276	13.136	0.474	13.536	12.376	14.695	0.592
	"Florida"	"12"	"Medium Metro"	"3"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	22	154705	14.221	8.912	21.530	3.032	14.227	8.916	21.540	3.063
	"Florida"	"12"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	97	822431	11.794	9.564	14.388	1.198	11.445	9.215	14.052	1.201
	"Florida"	"12"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	124	856182	14.483	11.934	17.032	1.301	14.098	11.554	16.642	1.298
	"Florida"	"12"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	2128	5062845	42.032	40.246	43.818	0.911	41.540	39.565	43.515	1.008
	"Florida"	"12"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Florida"	"12"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	131	1267655	10.334	8.564	12.104	0.903	11.682	9.334	14.030	1.198
	"Florida"	"12"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	17	124075	Unreliable	7.982	21.937	3.323	Unreliable	7.858	22.324	3.395
	"Florida"	"12"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	14	107106	Unreliable	7.146	21.931	3.493	Unreliable	7.212	23.162	3.691
	"Florida"	"12"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	525	1205260	43.559	39.833	47.285	1.901	44.935	40.448	49.422	2.289
	"Florida"	"12"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	32	293017	10.921	7.470	15.417	1.931	11.851	7.810	17.243	2.279
	"Florida"	"12"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	24	99928	24.017	15.388	35.736	4.903	25.663	15.886	39.229	5.596
	"Florida"	"12"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	132	300038	43.994	36.489	51.500	3.829	40.435	32.901	47.968	3.843
	"Florida"	"12"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	28	309688	9.041	6.008	13.067	1.709	10.607	6.864	15.658	2.121
	"Florida"	"12"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	143	338575	42.236	35.313	49.158	3.532	39.101	32.352	45.850	3.444
	"Georgia"	"13"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	26	600307	4.331	2.829	6.346	0.849	4.384	2.837	6.472	0.869
	"Georgia"	"13"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	54	532447	10.142	7.619	13.233	1.380	9.862	7.343	12.966	1.378
	"Georgia"	"13"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	87	481733	18.060	14.465	22.277	1.936	17.018	13.555	21.097	1.870
	"Georgia"	"13"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	13	70405	Unreliable	9.832	31.575	5.121	Unreliable	7.976	47.305	8.619
	"Georgia"	"13"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	128	536391	23.863	19.729	27.997	2.109	23.441	19.266	27.615	2.130
	"Georgia"	"13"	"Large Fringe Metro"	"2"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	23	350982	6.553	4.154	9.833	1.366	6.440	4.082	9.662	1.354
	"Georgia"	"13"	"Large Fringe Metro"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	58	1961330	2.957	2.246	3.823	0.388	2.928	2.206	3.811	0.395
	"Georgia"	"13"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	17	444590	Unreliable	2.227	6.122	0.927	Unreliable	2.124	6.820	1.097
	"Georgia"	"13"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	315	3056779	10.305	9.167	11.443	0.581	10.162	9.001	11.324	0.593
	"Georgia"	"13"	"Large Fringe Metro"	"2"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	40	322693	12.396	8.856	16.879	1.960	12.807	8.921	17.812	2.169
	"Georgia"	"13"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	204	1598817	12.759	11.008	14.510	0.893	12.221	10.458	13.983	0.899
	"Georgia"	"13"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	64	494972	12.930	9.958	16.511	1.616	11.631	8.854	15.003	1.519
	"Georgia"	"13"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	966	2881008	33.530	31.415	35.644	1.079	33.252	31.092	35.412	1.102
	"Georgia"	"13"	"Medium Metro"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	12	502966	Unreliable	1.233	4.168	0.689	Unreliable	1.154	3.901	0.652
	"Georgia"	"13"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	112	859048	13.038	10.623	15.452	1.232	13.440	10.870	16.010	1.311
	"Georgia"	"13"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	68	431418	15.762	12.240	19.982	1.911	14.937	11.528	19.038	1.855
	"Georgia"	"13"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	15	61891	Unreliable	13.565	39.974	6.258	Unreliable	11.628	37.344	5.965
	"Georgia"	"13"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	330	833841	39.576	35.306	43.846	2.179	38.741	34.463	43.019	2.183
	"Georgia"	"13"	"Small Metro"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	13	547738	Unreliable	1.264	4.059	0.658	Unreliable	1.248	4.007	0.659
	"Georgia"	"13"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	134	1176925	11.386	9.458	13.313	0.984	11.905	9.800	14.009	1.074
	"Georgia"	"13"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	75	458113	16.372	12.877	20.522	1.890	15.910	12.330	20.205	1.938
	"Georgia"	"13"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	24	166904	14.380	9.213	21.396	2.935	16.624	9.089	27.893	4.479
	"Georgia"	"13"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	436	1104463	39.476	35.771	43.182	1.891	39.775	35.911	43.640	1.972
	"Georgia"	"13"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	86	823303	10.446	8.355	12.900	1.126	11.003	8.697	13.732	1.244
	"Georgia"	"13"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	28	281844	9.935	6.601	14.358	1.877	9.700	6.336	14.213	1.912
	"Georgia"	"13"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	318	779181	40.812	36.326	45.298	2.289	41.406	36.710	46.102	2.396
	"Georgia"	"13"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	68	679906	10.001	7.766	12.679	1.213	10.539	8.023	13.595	1.370
	"Georgia"	"13"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	31	249574	12.421	8.440	17.631	2.231	12.088	8.156	17.257	2.204
	"Georgia"	"13"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	298	660958	45.086	39.967	50.205	2.612	44.234	38.885	49.583	2.729
	"Hawaii"	"15"	"Medium Metro"	"3"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	42	850174	4.940	3.560	6.678	0.762	4.973	3.519	6.826	0.802
	"Hawaii"	"15"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	24	235254	10.202	6.536	15.179	2.082	9.673	6.062	14.645	2.048
	"Hawaii"	"15"	"Medium Metro"	"3"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	11	42114	Unreliable	13.039	46.735	7.875	Unreliable	10.847	41.600	7.099
	"Hawaii"	"15"	"Medium Metro"	"3"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	151	760502	19.855	16.688	23.022	1.616	20.776	17.384	24.168	1.731
	"Hawaii"	"15"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	87	311180	27.958	22.393	34.486	2.997	29.552	23.503	36.681	3.261
	"Hawaii"	"15"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	11	74641	Unreliable	7.357	26.369	4.443	Unreliable	6.386	26.509	4.661
	"Hawaii"	"15"	"Small Metro"	"4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	28	99855	28.041	18.633	40.527	5.299	29.079	19.164	42.309	5.571
	"Hawaii"	"15"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	36	78311	45.971	32.197	63.643	7.662	48.398	32.413	69.508	8.984
	"Hawaii"	"15"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	11	175733	Unreliable	3.125	11.200	1.887	Unreliable	3.107	11.917	2.034
	"Hawaii"	"15"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	21	121711	17.254	10.681	26.375	3.765	18.766	11.122	29.658	4.483
	"Hawaii"	"15"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	66	162608	40.588	31.391	51.639	4.996	42.015	32.285	53.755	5.301
	"Hawaii"	"15"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	51	125758	40.554	30.195	53.321	5.679	39.550	28.255	53.856	6.251
	"Idaho"	"16"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	80	693968	11.528	9.141	14.348	1.289	12.316	9.720	15.393	1.403
